equation_family,ref_model,outcome,model_group,model_type,description,variable,block,block_label,variable_role
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,age,controls_demography_SES,Controls,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,sex_female,controls_demography_SES,Controls,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,M_education,controls_demography_SES,Controls,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,income_ppp_norm,controls_demography_SES,Controls,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,minority,controls_demography_SES,Controls,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,M_religion,controls_demography_SES,Controls,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,flu_vaccinated_2022_2023,habit_engine,Habit,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,flu_vaccinated_2021_2022,habit_engine,Habit,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,flu_vaccinated_2020_2021,habit_engine,Habit,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,flu_vaccinated_pre_pandemic,habit_engine,Habit,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,institutional_trust_avg,trust_engine,Institutional trust,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,fivec_pro_vax_idx,disposition_engine,Disposition (5C),predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,flu_disease_fear,stakes_engine,Stakes,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,social_norms_vax_avg,norms_engine,Norms,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,M_religion_missing,missingness,Missingness,missingness_indicator
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,flu_vaccinated_2020_2021_missing,missingness,Missingness,missingness_indicator
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,flu_vaccinated_2021_2022_missing,missingness,Missingness,missingness_indicator
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,flu_vaccinated_2022_2023_missing,missingness,Missingness,missingness_indicator
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,flu_vaccinated_pre_pandemic_missing,missingness,Missingness,missingness_indicator
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,income_ppp_norm_missing,missingness,Missingness,missingness_indicator
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,minority_missing,missingness,Missingness,missingness_indicator
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,social_norms_vax_avg_missing,missingness,Missingness,missingness_indicator
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,country,controls_country,Country context (fixed effect),fixed_effect
